gene,p_value,slope,p_value_adj,condition,comparison,dataset,cell_type,meta_p,meta_p_adj,neg_log10_adj_pval,trend
CENPX,9.390242291345842e-07,0.2729998997049652,3.6365847419212077e-06,healthy,aging,abf300,CD4T,3.66140065050558e-11,5.21657751543604e-11,10.282614334859884,Increase in aging
CGGBP1,0.011168932798727525,-0.14325324526720515,0.02233786559745505,healthy,aging,abf300,CD4T,1.38961585116027e-06,1.54160508488092e-06,5.812026865859036,Inconsistent
CHCHD3,2.9826560599023234e-08,0.3069128833105082,1.671857212524197e-07,healthy,aging,abf300,CD4T,1.4337957789477e-23,4.6625725330665704e-23,22.331374399051235,Increase in aging
CLOCK,0.00030955373960160995,0.20258183362634274,0.0008399356246515022,healthy,aging,abf300,CD4T,1.20538065989455e-26,5.03423687367723e-26,25.298066353644494,Increase in aging
CREB1,0.48188716692791933,0.03989499112571552,0.5624217345514894,healthy,aging,abf300,CD4T,1.55543216802555e-19,3.56330083822056e-19,18.44814750999148,Inconsistent
CREB3,5.00617227079653e-15,0.42313337356786374,3.554382312265536e-13,healthy,aging,abf300,CD4T,4.20994921546298e-41,1.19562557719148e-39,38.92240480297174,Increase in aging
CREB3L2,5.259238569331209e-10,0.34181295100492726,4.2272370387454615e-09,healthy,aging,abf300,CD4T,9.859796603357959e-36,9.76807756518719e-35,34.01019090045558,Increase in aging
CREBL2,8.70033045098595e-12,0.3733123447036825,1.4825363088480059e-10,healthy,aging,abf300,CD4T,4.8044719006969e-39,1.02335251484844e-37,36.98997473883718,Increase in aging
CREBZF,0.000332792437149939,-0.20154601189357815,0.0008972758115561646,healthy,aging,abf300,CD4T,2.3912575700911002e-24,8.56030020889753e-24,23.06751100439044,Inconsistent
CREM,0.1087561925633293,-0.0908285692584217,0.16429126961694426,healthy,aging,abf300,CD4T,4.998707368653311e-09,6.318840768683411e-09,8.19936258848052,Inconsistent
CSRNP1,0.1465843284015974,-0.08224506766225244,0.2145873673507921,healthy,aging,abf300,CD4T,1.20703547840363e-10,1.68038272483643e-10,9.774591791872666,Inconsistent
CTCF,0.0009066599316544931,0.18664031793756425,0.0023127971909270304,healthy,aging,abf300,CD4T,1.37378278117665e-26,5.62722562289666e-26,25.249705671514818,Inconsistent
CUX1,0.3769483495812601,-0.05010934432381125,0.479343274392886,healthy,aging,abf300,CD4T,7.7308059608394e-06,8.19234661521788e-06,5.086591681137296,Inconsistent
CXXC1,0.4429119212264868,0.043523107459526054,0.528859800992058,healthy,aging,abf300,CD4T,3.11696878895729e-26,1.22947102231093e-25,24.910281702792503,Inconsistent
DBP,0.0029831502256753434,0.167328858414128,0.0068693080872307905,healthy,aging,abf300,CD4T,0.0015213618639138,0.0015430956048269,2.8116071657304342,Increase in aging
DDIT3,0.008919904269926107,-0.1475948102434811,0.01853599619018791,healthy,aging,abf300,CD4T,5.2087473325552e-07,5.88574632272816e-07,6.230198460043662,Inconsistent
DEAF1,0.41053764864591247,0.04667715723310303,0.5061312217119808,healthy,aging,abf300,CD4T,6.89345989457855e-26,2.69414120650501e-25,24.569579645584522,Inconsistent
DMTF1,0.15042728107072845,-0.08147270323339961,0.2194589785483915,healthy,aging,abf300,CD4T,7.65137256064136e-12,1.12784938091115e-11,10.947748894507612,Inconsistent
DNMT1,6.162422538932494e-08,0.3001356105408605,3.162881929620774e-07,healthy,aging,abf300,CD4T,8.18237956236745e-15,1.3615990990502101e-14,13.865950744625565,Increase in aging
DNTTIP1,0.007135399259638648,0.1517987745625134,0.015210395310804857,healthy,aging,abf300,CD4T,7.62103725309715e-16,1.36985732903772e-15,14.863324662360506,Increase in aging
DR1,6.109881641413059e-09,0.3211505387982821,4.266900949576988e-08,healthy,aging,abf300,CD4T,4.0524340249298803e-19,9.08598365589542e-19,18.04162804874094,Increase in aging
DRAP1,2.03679780467046e-06,0.26472546132044283,7.4160330323898785e-06,healthy,aging,abf300,CD4T,6.02586480719014e-12,8.97558883868182e-12,11.04693705015894,Increase in aging
E2F2,1.1274631820993021e-14,0.418097737566572,6.86141879391861e-13,healthy,aging,abf300,CD4T,6.88766231376805e-47,5.86828829133038e-45,44.23148855872472,Increase in aging
E2F3,0.020868357384043714,0.130552097829734,0.03882061242621233,healthy,aging,abf300,CD4T,2.03224379151956e-06,2.23704355345563e-06,5.65032556045352,Increase in aging
E2F4,5.6430512137177944e-11,0.3593821865594788,6.497134640658866e-10,healthy,aging,abf300,CD4T,1.8769786986507798e-22,5.5527286501752095e-22,21.255493549039763,Increase in aging
EEA1,1.757349465565974e-08,-0.31174730526393857,1.0255217429193218e-07,healthy,aging,abf300,CD4T,6.41356938521274e-35,5.81315012361836e-34,33.23558846131728,Decrease in aging
EGR1,0.0394254929121124,-0.11649158116814147,0.06587601592269968,healthy,aging,abf300,CD4T,5.97678507012987e-06,6.44529901885561e-06,5.190756929477908,Inconsistent
ELF1,0.3626382041873649,-0.0516282363582507,0.46391554049194433,healthy,aging,abf300,CD4T,6.7883191594102e-09,8.45562561961622e-09,8.07285425405141,Inconsistent
ELF2,0.02913698351479247,-0.12333520759754107,0.05107965011235223,healthy,aging,abf300,CD4T,3.67732576898701e-13,5.80200287995728e-13,12.236422059961269,Inconsistent
ELF4,5.616845528633635e-07,0.2783444031843942,2.308021756155643e-06,healthy,aging,abf300,CD4T,1.0054867029032e-36,1.22382095839076e-35,34.91228211362056,Increase in aging
ELK3,1.84858849095919e-11,0.36777758825292933,2.715512748788328e-10,healthy,aging,abf300,CD4T,2.9809191300996e-37,4.0963598368465494e-36,35.38760190059355,Increase in aging
ELK4,0.014353325329423003,-0.13827378478316651,0.028048241240065136,healthy,aging,abf300,CD4T,1.45717670278126e-06,1.61235655944109e-06,5.7925389112440975,Inconsistent
EOMES,9.265492348624826e-07,0.2731404363648527,3.6365847419212077e-06,healthy,aging,abf300,CD4T,4.32381096635764e-13,6.79683937885002e-13,12.167692993091324,Increase in aging
ESR2,0.029802344621563975,0.1228347170135125,0.05200259609971611,healthy,aging,abf300,CD4T,1.54687790927972e-26,6.27590466050628e-26,25.202323662556505,Increase in aging
ETS1,0.004722401020711273,-0.15931631146544073,0.010579828469550377,healthy,aging,abf300,CD4T,6.83183419282129e-06,7.29413876226032e-06,5.137025979010896,Inconsistent
ETV3,0.012126632634653078,-0.14163648647796934,0.024139932254029023,healthy,aging,abf300,CD4T,5.31541941542843e-08,6.36058615441717e-08,7.196502860468094,Inconsistent
ETV6,0.00012690841726335187,0.21494181755659383,0.0003660077004402565,healthy,aging,abf300,CD4T,3.17301455748277e-14,5.17894330071901e-14,13.285758843629655,Inconsistent
ETV7,7.417665124039795e-14,0.40607735127546435,2.633271119034127e-12,healthy,aging,abf300,CD4T,4.3364606897953505e-46,3.0788870897547e-44,43.511606237435096,Increase in aging
FAM200B,0.23500127641064672,0.06731882168773135,0.3239823422360372,healthy,aging,abf300,CD4T,0.0003811484767627,0.0003875161124126,3.4117102353863,Inconsistent
FLI1,3.67235001402989e-11,0.3626429110957838,4.6012385469903914e-10,healthy,aging,abf300,CD4T,1.54072452562626e-28,7.6319610222882e-28,27.117363856313446,Increase in aging
FOS,0.07679807023812303,-0.10017132113830106,0.11983874696498319,healthy,aging,abf300,CD4T,1.02860894862101e-07,1.21046246439931e-07,6.917048673183835,Inconsistent
FOSB,0.025801671329636205,-0.12600246813276098,0.04598958990135993,healthy,aging,abf300,CD4T,2.48508428862629e-06,2.72145477366272e-06,5.5651988785844315,Inconsistent
FOSL2,0.2160416081132137,-0.07012074687755103,0.30039974283993776,healthy,aging,abf300,CD4T,3.46378065871185e-13,5.48539241862917e-13,12.260792298052973,Inconsistent
FOXJ2,0.4741944855156518,0.04059787015866296,0.5592555373063782,healthy,aging,abf300,CD4T,9.31142970024668e-23,2.85371874266553e-22,21.544588832387287,Increase in aging
FOXJ3,0.316801650848452,-0.056764283649963485,0.4191226809361508,healthy,aging,abf300,CD4T,6.56751886926717e-19,1.44961815456364e-18,17.838746380665167,Inconsistent
FOXK1,0.005500354159253101,-0.15657584659763313,0.01207809727753516,healthy,aging,abf300,CD4T,2.75704993965674e-08,3.35572364083935e-08,7.474213812503798,Inconsistent
FOXN2,1.2312647734796455e-06,0.27013553552558534,4.683203513413651e-06,healthy,aging,abf300,CD4T,1.56499842165902e-34,1.3605904645443799e-33,32.866272577040206,Increase in aging
FOXN3,0.00025531394800521276,-0.20531368621972826,0.0007108741297400041,healthy,aging,abf300,CD4T,1.6145744486395e-07,1.8844074386861e-07,6.724825190055779,Inconsistent
FOXO1,7.299115035265014e-06,-0.2504451359275776,2.4292367226741377e-05,healthy,aging,abf300,CD4T,6.24274392253244e-13,9.7058719379519e-13,12.012965443188438,Decrease in aging
FOXO3,0.5896094803560863,0.030604108625878222,0.650708908372261,healthy,aging,abf300,CD4T,2.6797831234250097e-18,5.514915993135519e-18,17.258461098635497,Increase in aging
FOXP1,4.490026632323684e-07,-0.28063820418331115,1.9127513453698893e-06,healthy,aging,abf300,CD4T,3.0897105429097e-16,5.64899867501946e-16,15.248028527128039,Decrease in aging
FOXP3,1.979664622283931e-10,0.349637398050896,1.8333415849846838e-09,healthy,aging,abf300,CD4T,3.35856528396545e-35,3.1103235021071297e-34,33.507194438023525,Increase in aging
GATA3,1.2266636582935355e-10,0.35339293689945134,1.2773207669973604e-09,healthy,aging,abf300,CD4T,1.2489473446255899e-36,1.4779210244736202e-35,34.83034877267441,Increase in aging
GATAD2A,0.02497203375985924,0.126711806371525,0.04489983100872588,healthy,aging,abf300,CD4T,1.6821953498138e-22,5.04658604944141e-22,21.29700231718356,Increase in aging
GATAD2B,0.34098433733896016,-0.05399954782696642,0.44421812754249856,healthy,aging,abf300,CD4T,2.72888299649006e-07,3.12501117339991e-07,6.505148425507986,Inconsistent
GFI1,0.09358272206897975,0.09494367056409889,0.1434037395733287,healthy,aging,abf300,CD4T,0.0036053689332698,0.0036395430463813,2.438953139673104,Inconsistent
GLIS3,0.001319657459204398,-0.1807598961088704,0.003212423300691849,healthy,aging,abf300,CD4T,0.0030804816038374,0.0031170668960445,2.5062538771356615,Decrease in aging
GLYR1,0.1858764337524896,0.07496808724261457,0.26219655886940585,healthy,aging,abf300,CD4T,1.7720931473187901e-25,6.80100613295318e-25,24.16742683351928,Increase in aging
GMEB1,0.24576974746193575,0.06579797231819598,0.33726473590959477,healthy,aging,abf300,CD4T,9.7543043833669e-29,5.06748008209061e-28,27.295207949641394,Increase in aging
GPBP1,0.27226194984785557,-0.062244038984521084,0.3693744924687467,healthy,aging,abf300,CD4T,8.43313726249723e-10,1.10199891835086e-09,8.95781883175872,Inconsistent
GPBP1L1,0.3988906176930411,0.04784744788695786,0.4954151694963135,healthy,aging,abf300,CD4T,1.17304687776901e-19,2.7306992892327703e-19,18.563726122715416,Increase in aging
GTF2B,0.016794860109398343,-0.13507726083800792,0.032669453911432396,healthy,aging,abf300,CD4T,2.9574352108323303e-09,3.77205808327716e-09,8.423421628487056,Inconsistent
GTF2I,0.7229287532378721,0.02011866451699659,0.7660886788043122,healthy,aging,abf300,CD4T,1.22690603901084e-13,1.97978019931295e-13,12.703383023639644,Inconsistent
GTF3A,1.9276881052866907e-06,0.2653230357252293,7.079268386656295e-06,healthy,aging,abf300,CD4T,2.5362529619416702e-20,6.20944690682271e-20,19.20694708195103,Increase in aging
HBP1,0.006482863823801723,-0.1535742732280289,0.014135860064281256,healthy,aging,abf300,CD4T,4.18591537888344e-07,4.7425530622456e-07,6.323987801290846,Inconsistent
HIF1A,1.0368447060562802e-05,-0.24636448371958874,3.4239987967439957e-05,healthy,aging,abf300,CD4T,6.48588536056089e-09,8.15040461238625e-09,8.088820830945311,Inconsistent
HIVEP1,0.000731066940256618,-0.1899354915715576,0.0018874819184807228,healthy,aging,abf300,CD4T,4.01227820884943e-07,4.55794804525296e-07,6.341230629526101,Inconsistent
HIVEP2,0.3810187233403245,-0.04968381967395669,0.48185045833420626,healthy,aging,abf300,CD4T,1.13390896054582e-06,1.26451627537308e-06,5.898075576553477,Inconsistent
HIVEP3,1.9381192699393484e-07,0.28906590190584464,8.682483936536565e-07,healthy,aging,abf300,CD4T,1.02729706704312e-31,6.9464849295297e-31,30.158234902155737,Increase in aging
HMBOX1,0.7929473006430733,0.014895320080005455,0.8299644964961898,healthy,aging,abf300,CD4T,1.1953757815474902e-19,2.76755479858277e-19,18.557903771176793,Increase in aging
HMG20B,5.571616092041391e-07,0.27842758992597105,2.308021756155643e-06,healthy,aging,abf300,CD4T,6.503239273856561e-14,1.05739692010034e-13,12.975761958906673,Increase in aging
HMGA1,0.0019641683557354212,0.17432926738471138,0.004700762469344323,healthy,aging,abf300,CD4T,2.17994464961896e-06,2.39344438334453e-06,5.620976659799833,Inconsistent
HMGN3,2.085491209207034e-10,0.3492257704802225,1.890253734302546e-09,healthy,aging,abf300,CD4T,4.41939343552364e-11,6.27553867844356e-11,10.202348989363323,Increase in aging
HOXB2,0.5018823919101699,0.03809580870553931,0.5794089402540173,healthy,aging,abf300,CD4T,1.3461092052761e-05,1.40894968414649e-05,4.851104515966378,Inconsistent
HSF1,6.764904705336881e-05,0.22325618557707308,0.00021190069150540524,healthy,aging,abf300,CD4T,1.64758589608076e-23,5.31720902826063e-23,22.274316266517534,Increase in aging
HSF2,7.857117448668903e-09,-0.31894129467550913,5.2993973906392724e-08,healthy,aging,abf300,CD4T,9.00294215387896e-21,2.26938068494227e-20,19.644092645806502,Decrease in aging
IKZF1,0.00023532390513178892,-0.20645931445137441,0.0006663089979567638,healthy,aging,abf300,CD4T,6.698640728908351e-09,8.368389884208081e-09,8.077358094177606,Decrease in aging
IKZF2,1.0760846102594741e-07,0.29480872307729483,5.330372604308558e-07,healthy,aging,abf300,CD4T,3.64044986201428e-31,2.34974491093649e-30,29.628979282317975,Increase in aging
IKZF3,0.0002501390558914894,0.20560200167935833,0.0007010476171695689,healthy,aging,abf300,CD4T,5.46758343678457e-22,1.55279369604682e-21,20.80888624074285,Increase in aging
IKZF4,0.9924268201875148,0.0005386586183991459,0.9924268201875148,healthy,aging,abf300,CD4T,0.220611887784059,0.220611887784059,0.6563710890856906,Increase in aging
IKZF5,0.0011572156025173672,-0.18283780304670663,0.0028661270155372004,healthy,aging,abf300,CD4T,1.73591345939542e-08,2.13728073324407e-08,7.6701384292204695,Inconsistent
IRF1,0.5695182042239257,0.032269017858473845,0.6351171596842733,healthy,aging,abf300,CD4T,1.49854400538715e-12,2.27181404375418e-12,11.643627220089797,Increase in aging
IRF2,2.728806081107258e-09,0.3281129754680045,1.9702904924604946e-08,healthy,aging,abf300,CD4T,8.167950015504201e-15,1.3615990990502101e-14,13.865950744625565,Increase in aging
IRF3,1.2871790780926746e-10,0.3530173242945429,1.3055673506368557e-09,healthy,aging,abf300,CD4T,1.9647394270737302e-31,1.30777968114595e-30,29.88346541451473,Inconsistent
IRF4,3.410719026047497e-12,0.38004616463420066,6.317244804766233e-11,healthy,aging,abf300,CD4T,9.79722935885718e-36,9.76807756518719e-35,34.01019090045558,Increase in aging
IRF5,2.236647955972933e-11,0.3663612605775165,3.1760400974815643e-10,healthy,aging,abf300,CD4T,3.88141521482564e-37,5.0105541864112793e-36,35.30011423684936,Increase in aging
IRF7,0.004743538116629394,0.1592366479270365,0.010579828469550377,healthy,aging,abf300,CD4T,2.54187108918518e-05,2.62188155930481e-05,4.5813869309915365,Increase in aging
IRF9,8.213091293807663e-05,0.22072593849856809,0.0002480189889879956,healthy,aging,abf300,CD4T,1.37590880527664e-23,4.5087473157526805e-23,22.345944103227314,Increase in aging
JAZF1,2.6243062244603984e-11,0.36516787336952977,3.60630468264558e-10,healthy,aging,abf300,CD4T,1.1755180845151799e-43,4.55246094548606e-42,41.3417537712294,Increase in aging
JUN,0.14162544684216893,-0.08326483924723048,0.20804289777504814,healthy,aging,abf300,CD4T,4.46789019654776e-10,5.98528686707342e-10,9.222915029584824,Inconsistent
JUNB,0.02008571078769782,-0.1313579326887272,0.03769388896722146,healthy,aging,abf300,CD4T,9.92438498142755e-08,1.17113241055073e-07,6.93139399995703,Inconsistent
JUND,0.10946507188028103,-0.09064771149555802,0.16477781138162442,healthy,aging,abf300,CD4T,8.57993024748955e-08,1.02096376688004e-07,6.990989670374679,Inconsistent
KAT7,0.044729287921115454,-0.11354031131050255,0.07357018013279994,healthy,aging,abf300,CD4T,3.89404529593503e-12,5.841067943902539e-12,11.233507741972884,Inconsistent
KCMF1,0.6641621543000116,0.024635802451377222,0.7181042582025505,healthy,aging,abf300,CD4T,6.00110585477603e-21,1.53082101445185e-20,19.81507558459894,Increase in aging
KDM2A,0.07942107486820627,-0.09929717528446001,0.12305260042230844,healthy,aging,abf300,CD4T,9.19711873637716e-10,1.1908731251357701e-09,8.924134505510118,Inconsistent
KDM2B,0.310135683658236,0.05755034942448783,0.411581935322145,healthy,aging,abf300,CD4T,5.85425346685857e-22,1.65159733568328e-21,20.782095826390083,Increase in aging
KDM5B,0.845163412987248,0.011082627046648998,0.8717666196914471,healthy,aging,abf300,CD4T,9.961377378584119e-22,2.7671317510995402e-21,20.55797016235767,Increase in aging
KLF10,0.003066076007723349,0.16686027239216306,0.006984750691391158,healthy,aging,abf300,CD4T,2.15873738850644e-23,6.914452086494311e-23,22.16024222845993,Increase in aging
KLF11,7.285121262429358e-06,0.25046725381416163,2.4292367226741377e-05,healthy,aging,abf300,CD4T,1.1643917457749801e-35,1.1022908526669798e-34,33.9577037965533,Increase in aging
KLF12,0.4431994106905275,-0.043495704768183076,0.528859800992058,healthy,aging,abf300,CD4T,1.10347942359912e-06,1.23381163898485e-06,5.90875113721811,Inconsistent
KLF13,0.031022283036783314,0.12194138927573138,0.05372151452711257,healthy,aging,abf300,CD4T,1.06569903053353e-18,2.3045065330318897e-18,17.63742205635887,Inconsistent
KLF2,0.036051664151081575,-0.11854854462045128,0.061432035713443,healthy,aging,abf300,CD4T,1.74471551479614e-07,2.02520111526745e-07,6.693531842121477,Inconsistent
KLF3,0.0017180709050879741,-0.1765179594889771,0.0041585125316333914,healthy,aging,abf300,CD4T,2.19539911791459e-10,3.0169033039729603e-10,9.520438609355654,Inconsistent
KLF4,0.04357177967230029,-0.11415824200028674,0.07194410131937955,healthy,aging,abf300,CD4T,1.49774278174738e-08,1.85476286344298e-08,7.731711608249196,Inconsistent
KLF6,5.741331450754338e-07,0.2781187224478338,2.32934018859176e-06,healthy,aging,abf300,CD4T,1.2301161321454e-33,9.887348533847919e-33,32.00492015648217,Increase in aging
KLF7,0.0002908275973659993,-0.2034706594934033,0.0007993068159865529,healthy,aging,abf300,CD4T,1.20538805685861e-11,1.7585455898005698e-11,10.754846368238612,Decrease in aging
KLF8,1.4211018856289614e-12,0.3862047237800258,3.026947016389688e-11,healthy,aging,abf300,CD4T,6.08459809904305e-38,9.96937996227823e-37,36.001331851451106,Increase in aging
KLF9,0.002941509816351517,-0.1675686319633791,0.006813754416624632,healthy,aging,abf300,CD4T,1.72056538516759e-09,2.20771341590781e-09,8.656057303210824,Inconsistent
KMT2A,0.07504402887306226,0.1007694827436164,0.11753219227913428,healthy,aging,abf300,CD4T,7.936862860933659e-13,1.22061501038186e-12,11.913421293656887,Inconsistent
L3MBTL3,0.6179437089497424,0.028299542283933624,0.6749846666989494,healthy,aging,abf300,CD4T,1.18332328232889e-15,2.1003988261337803e-15,14.677698233102445,Increase in aging
